X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 X26 X27 X28 X29 X30 X31 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50 X51 X52 X53 X54 X55 X56 X57 X58 X59 X60 X61 X62 X63 X64 X65 X66 X67 X68 X69 X70 X71 X72 X73 X74 X75 X76 X77 X78 X79 X80 X81 X82 X83 X84 X85 X86 X87 X88 X89 X90 X91 X92 X93 X94 X95 X96 X97 X98 X99 X100 Y
0.773 0.659 0.291 0.645 -1.064 -0.393 -0.593 2.165 0.903 1.051 -0.232 1.094 -0.046 -1.21 -1.149 -0.633 -0.467 -0.451 -1.08 1.937 1.764 -0.205 0.687 1.332 -1.328 0.66 -0.251 0.552 1.374 -1.196 -0.27 0.4 -2.023 0.013 -0.711 0.157 0.23 0.115 -0.484 1.742 0.867 -0.217 0.821 -0.258 0.614 0.442 0.442 -3.52 -0.168 -1.004 -2.276 -1.945 0.655 -1.296 -0.485 -0.153 0.938 -1.384 1.991 0.72 0.042 1.485 -0.843 -0.761 1.672 0.06 -1.707 -2.092 -2.046 0.882 1.009 0.136 1.749 0.047 0.219 0.349 -0.705 -0.204 1.184 -0.719 -0.892 0.875 0.857 -0.174 0.626 -2.204 -0.732 0.207 -0.415 -0.046 -0.297 -0.655 -1.592 -0.569 -0.555 -1.344 -0.645 0.222 -0.52 0.465 -1
0.281 0.553 -1.602 0.545 0.142 0.365 -1.274 0.399 -0.641 0.072 0.218 1.14 -1.005 -0.492 0.519 0.074 0.223 -1.997 -0.812 0.31 1.515 -0.212 -2.224 0.359 -0.825 0.0020 0.397 -0.849 -1.128 -0.253 -0.028 0.33 0.379 -1.944 1.475 -1.174 0.513 2.048 -0.917 0.439 -0.122 0.851 -0.16 0.433 0.121 0.493 -0.274 1.048 0.21 0.572 1.033 -1.694 -0.504 1.267 -1.349 0.807 -1.998 -2.071 -0.275 -1.139 0.098 0.184 -0.525 -0.168 0.359 0.735 0.362 1.985 0.189 -1.478 -1.23 0.998 -0.638 -0.376 0.717 -0.578 -0.255 -0.328 -0.104 -1.283 0.435 0.519 -0.151 0.196 0.0 0.774 -0.886 -2.544 -0.633 -0.716 0.624 0.151 -0.501 0.012 0.858 -0.045 0.22 -1.544 0.553 2.37 1
0.784 0.497 1.084 0.112 1.141 0.449 -0.653 -0.584 0.618 -0.381 -1.191 -1.742 -0.865 0.391 -0.441 0.176 0.862 1.684 -0.068 -0.848 -1.545 -1.473 -1.04 0.129 0.539 -1.257 0.127 0.59 -0.075 -0.346 -0.082 0.803 -1.261 0.537 -0.017 1.082 1.002 -0.694 0.31 -0.344 -1.628 0.281 0.364 0.038 1.313 1.188 -0.572 -0.376 -2.308 -0.446 1.863 0.694 0.914 -0.103 -1.262 0.664 0.244 1.324 1.863 -1.391 1.192 1.007 -0.836 0.766 1.158 0.241 -0.806 -0.776 -0.647 -2.477 0.476 0.067 -1.089 -1.804 0.184 -0.059 -1.531 -1.374 -0.132 -0.16 -1.522 0.638 -0.309 0.794 1.192 0.335 0.613 -0.479 0.417 0.255 0.717 0.381 -0.799 0.662 0.634 -1.419 1.591 0.842 -0.756 0.04 1
-0.33 -0.372 -1.169 -0.575 0.241 -0.73 -0.744 0.597 0.688 -0.484 -0.293 2.756 0.486 0.896 1.546 -0.713 0.428 0.243 0.5 1.293 1.109 -0.849 0.139 -0.901 0.93 0.021 0.45 0.778 0.906 0.935 -0.155 -0.514 0.47 -0.714 -1.305 0.208 0.663 -1.048 -2.18 0.907 1.147 0.12 -0.824 -0.441 -2.003 0.51 0.32 0.406 -0.548 0.524 -1.331 0.324 0.457 -0.935 1.52 -0.13 -0.864 -0.799 -0.357 0.033 -0.704 0.601 0.902 1.884 -1.1 -0.592 0.387 0.331 0.826 -1.113 0.765 2.394 0.308 -1.254 -0.148 -0.399 0.554 -0.123 1.11 1.567 -0.137 0.0050 0.943 0.198 -0.034 1.67 0.787 -0.398 0.037 1.188 -0.443 -1.266 0.317 -0.554 3.312 0.692 0.482 -0.396 -1.699 0.684 1
0.777 -0.997 0.0080 0.096 0.074 1.595 0.875 -0.928 1.232 -0.583 -2.223 0.587 0.121 -1.738 0.202 -1.492 0.423 -1.044 0.047 -0.254 2.488 -0.928 0.372 0.356 -0.091 -1.723 1.817 -0.209 0.674 0.496 0.224 -0.882 -1.613 1.731 -0.544 1.551 0.279 0.337 0.23 0.981 -0.461 1.017 -0.951 0.344 -0.666 -0.128 0.226 2.474 -0.081 -0.28 0.755 -1.072 -0.868 0.191 0.184 0.163 -0.752 -1.389 -1.4 0.432 -0.713 0.341 -1.272 0.435 -1.28 0.232 -0.788 1.145 -0.655 0.705 1.005 -1.071 1.323 -1.202 -0.415 -1.226 -0.173 -1.327 -0.695 -0.497 0.098 0.409 3.13 -0.614 -0.44 -0.023 -0.415 -1.482 0.916 -0.397 -0.724 0.915 1.685 -0.198 0.204 -1.865 -0.388 0.385 1.068 -0.379 1
-2.305 -0.243 0.449 0.799 0.354 1.634 0.297 -0.615 -1.615 0.06 1.308 1.065 -0.415 1.428 -0.108 -0.456 0.772 0.384 0.988 -1.219 0.533 -0.532 -0.036 -0.635 0.469 -1.075 -0.482 -1.307 1.73 1.922 1.619 0.157 0.061 1.729 0.498 -1.839 0.588 -1.027 -0.579 0.853 0.625 0.16 -0.388 -0.044 0.304 -0.405 0.573 0.945 -0.955 0.073 2.256 0.364 0.564 1.217 2.842 -0.654 -0.392 2.062 -0.073 1.269 0.113 2.212 0.827 0.017 -0.981 -0.28 1.056 -0.276 1.003 -1.239 -1.031 0.528 1.322 -0.564 0.459 0.097 1.061 -0.826 0.024 -0.874 -1.051 -1.101 0.363 0.021 1.317 -0.31 0.012 0.679 -0.866 -1.003 1.287 -0.706 -0.472 1.523 -1.572 -0.055 1.43 0.181 0.403 1.94 1
1.488 -0.106 -0.661 -1.043 -0.185 0.432 0.395 1.295 -0.103 1.113 -0.835 1.074 -0.761 0.583 -0.162 0.774 -0.667 0.773 -0.964 -0.716 -2.044 0.615 1.371 -1.246 -1.346 -0.168 -1.496 -0.154 -0.13 0.642 -0.291 -0.577 -0.891 -0.326 -0.685 0.312 -0.308 -0.394 1.312 -0.98 -0.841 0.135 -0.181 -1.513 0.323 -0.236 0.953 0.442 -0.372 -0.226 -0.15 -0.902 0.478 -0.481 -1.158 -0.075 1.437 -0.505 -0.474 -0.106 0.0070 -0.514 -0.644 -2.574 0.541 1.642 0.384 0.264 -0.325 -0.739 0.244 0.569 -0.753 -0.249 1.405 -0.34 -1.376 1.533 -0.147 0.834 0.187 -0.217 2.653 -1.242 0.166 -0.073 -0.367 2.062 -0.733 0.016 1.224 1.555 0.884 0.938 -1.083 1.927 -1.245 1.485 0.767 0.635 -1
0.817 -1.963 -0.439 2.143 0.475 -0.091 0.252 0.609 -0.155 -0.403 0.843 0.842 -0.489 0.719 0.602 1.022 -1.766 0.129 0.968 1.4 -0.076 -0.786 0.893 0.22 2.054 2.169 -2.277 0.217 -0.085 0.347 -0.329 -0.8 -1.325 -1.95 -0.965 0.368 0.309 -0.5 1.801 0.493 0.639 0.803 0.405 0.331 -0.239 -1.076 0.015 -1.394 0.054 -1.119 -0.739 -1.948 0.286 -0.344 -1.411 -1.47 1.235 -0.379 0.839 0.773 0.328 1.513 -0.333 -1.968 -0.266 -1.01 -0.442 0.434 2.752 1.17 -0.44 0.673 0.46 -0.215 -0.342 -1.73 -2.65 1.357 -0.967 1.092 -0.43 -0.362 -0.826 2.185 0.364 0.292 -0.663 1.105 2.472 -0.991 -0.485 3.044 0.142 0.107 -1.203 1.296 0.978 0.298 0.876 -0.268 -1
-0.146 1.734 0.889 -0.975 -1.989 0.249 -0.059 0.035 -0.492 -0.0040 0.053 1.25 -0.296 0.067 -0.856 -1.515 0.484 -0.222 -0.304 -1.691 0.48 -1.07 -1.116 0.895 1.314 -0.265 1.131 -1.414 0.517 -0.856 -0.15 -1.63 -1.205 -1.678 -0.59 0.46 0.081 0.914 -0.454 0.316 -1.385 0.329 -0.32 1.646 -0.982 0.714 0.703 0.189 0.801 1.418 0.217 -0.026 -1.244 0.648 -0.328 -0.827 -0.603 0.478 -1.726 -0.721 -0.51 0.707 -0.03 -2.386 0.872 -2.541 0.947 -1.949 1.924 0.612 -0.422 -0.996 -0.88 0.929 0.084 -1.154 -0.467 0.367 0.706 0.09 -0.61 1.07 2.877 -0.568 -0.848 0.297 0.3 -0.519 0.17 -0.942 -0.846 -0.466 0.902 -0.401 -0.029 -1.106 1.079 0.541 -0.81 -0.823 1
-1.083 -0.097 0.786 -1.462 0.281 0.15 0.417 1.072 -1.567 -0.542 -0.625 0.226 0.313 -0.313 0.987 0.505 -0.982 -1.999 0.563 -0.574 -0.59 0.908 0.744 0.142 0.119 -1.067 1.478 -3.011 -1.0 -0.969 0.79 -0.246 1.076 1.499 0.644 -0.55 0.975 -0.389 -1.774 0.675 1.73 0.949 -0.242 -1.788 -0.378 -0.186 -0.718 0.349 -0.016 -0.06 0.79 -0.09 0.525 1.512 -1.163 0.45 -0.011 1.281 1.185 -1.786 0.826 -0.179 -0.424 0.944 -0.137 1.125 0.373 0.133 -1.818 1.594 -0.459 -0.728 0.0020 -0.512 -1.225 -1.138 0.245 -1.304 0.684 0.338 0.105 1.745 0.386 -0.408 -0.187 2.9 -0.831 0.702 -1.342 -0.449 -0.053 -1.302 0.228 -0.707 0.204 -0.616 0.488 1.049 -0.423 -0.39 -1
0.521 -1.089 -1.522 2.756 1.09 -1.735 0.197 0.021 0.265 0.752 0.566 -0.015 0.143 1.513 -0.641 -0.806 -0.724 0.535 -2.021 -0.646 -0.295 -0.517 0.691 -0.73 -0.356 -0.317 2.201 1.27 0.182 0.73 -1.587 -1.226 0.868 -1.532 -0.398 0.83 -1.004 -0.506 -1.591 1.408 -2.22 0.011 0.251 -0.444 -0.143 0.352 0.961 0.946 0.125 -0.49 -0.302 -1.139 0.152 -0.589 -1.218 0.585 0.345 -0.776 0.387 -1.244 -1.12 0.065 -0.955 1.89 -0.652 -0.107 -0.931 0.37 -0.279 -1.838 -0.646 0.012 -0.968 0.768 -0.926 -0.208 0.516 0.308 -0.016 0.391 1.541 0.029 -0.376 -0.234 -0.681 0.525 1.318 1.462 0.083 0.369 -0.987 -0.235 -0.214 -1.126 -0.259 -0.715 -1.343 -0.113 0.994 0.619 -1
2.645 -0.789 -0.789 -1.108 0.394 0.714 -0.042 0.853 0.249 0.928 2.007 0.915 1.782 0.068 -1.639 0.855 0.826 0.518 1.532 0.093 -0.154 -0.522 -0.085 0.885 -0.167 1.805 0.043 0.372 0.898 0.686 1.88 -0.692 -1.834 -0.011 -0.341 1.899 -0.638 -0.414 0.503 -0.39 -0.887 1.566 1.498 -0.195 0.257 0.429 -1.007 -2.101 0.878 -1.179 0.763 0.843 0.937 -1.018 0.024 -0.424 1.883 -1.518 0.441 -1.094 0.854 -0.736 0.971 -0.581 -0.57 -1.418 1.069 1.222 -0.203 2.217 -0.205 0.426 1.221 -2.321 0.401 -0.34 -0.439 -1.411 0.911 -1.399 0.191 -1.276 1.799 -0.834 0.378 0.457 -1.156 -1.187 0.0040 -1.224 1.702 -0.503 1.424 -1.031 1.573 0.26 1.233 0.594 0.123 1.614 1
-1.873 0.355 -0.653 2.486 -0.671 -0.547 0.371 -0.117 1.357 0.221 1.552 0.334 -0.069 -1.623 -0.219 -0.363 2.97 -0.749 -0.287 0.834 -0.344 -0.615 -1.147 -2.426 -0.146 0.928 -1.676 -0.49 1.385 1.361 -0.327 -0.765 -1.141 0.911 1.02 -0.253 0.547 -0.24 0.187 0.398 -0.844 0.552 0.646 -0.393 -0.917 -1.582 1.58 -0.108 1.491 -0.876 -0.039 2.01 0.51 -1.177 -1.474 -2.079 0.063 -0.804 0.093 -0.554 0.575 -0.427 -1.282 1.337 0.394 1.309 -0.797 -1.014 1.822 -0.029 -0.582 0.244 0.205 0.16 -0.681 1.264 -0.254 -0.427 0.561 0.503 -1.024 0.444 0.962 0.615 0.108 -0.159 0.55 -1.591 1.505 0.218 0.263 -0.501 0.157 0.393 0.532 -2.807 0.614 1.311 -0.373 -0.886 -1
0.6 -1.955 -0.681 1.178 -0.906 1.615 -1.096 0.659 -0.431 1.218 0.0090 -0.071 -0.592 -0.782 1.126 1.39 0.135 0.296 1.022 -0.029 0.201 0.309 1.638 0.108 -0.122 -1.286 1.287 -0.017 -0.061 0.521 -0.472 -0.353 -1.986 -0.91 -2.405 0.636 -0.963 -1.418 0.64 -0.473 -0.608 -0.171 -0.64 -1.405 0.766 0.464 -0.251 0.166 0.208 -1.225 0.262 -0.607 1.137 -0.029 -1.624 -1.681 0.61 -0.647 -0.874 -1.774 -0.384 -0.428 0.679 -0.385 -1.674 1.372 2.147 2.046 -0.305 0.051 -1.489 0.133 -0.386 0.673 0.659 -0.895 -0.839 -2.269 -0.672 -1.275 -0.41 0.235 -0.632 0.917 -1.388 0.977 -1.759 -0.763 1.409 -0.633 0.112 0.727 1.218 0.186 -1.221 -0.408 0.3 1.349 0.545 -0.219 -1
-1.089 -2.306 -2.203 0.209 0.209 0.094 -0.226 1.587 -1.06 -0.169 -1.22 -0.402 -1.095 -0.889 -1.682 0.012 -0.864 0.312 -1.002 -0.761 0.541 0.341 -0.061 0.322 -0.38 0.224 0.662 -1.115 0.034 0.897 -1.092 0.973 0.083 1.797 0.283 0.683 0.29 0.494 1.139 0.0010 0.942 -0.663 -0.769 0.995 -0.855 -0.4 0.042 0.54 0.558 -0.997 -1.339 -0.548 1.314 -0.538 -1.278 0.339 0.273 0.666 -0.136 -0.084 1.386 1.071 0.929 -0.324 0.554 0.617 -0.188 0.723 0.717 -0.54 -0.41 -0.71 -1.778 0.708 0.509 -0.642 -0.621 0.449 -0.536 0.591 2.673 0.74 1.727 0.767 1.687 0.818 -0.407 -1.176 0.031 0.269 -1.25 0.561 -2.512 -1.247 0.681 2.112 -0.64 0.392 -0.437 0.86 1
0.342 -1.15 0.812 0.402 1.082 -1.101 1.729 0.196 -2.806 0.14 -0.545 1.173 -0.175 -1.863 0.587 0.366 -0.768 -1.213 -0.992 -1.213 -0.909 0.733 -1.61 -0.068 0.563 1.099 -1.278 -0.832 -0.227 0.757 -1.543 0.331 -0.567 -1.39 -1.238 -0.682 0.227 -1.369 -0.539 0.659 -1.301 0.372 0.558 2.665 -2.029 1.72 1.101 -1.178 -0.207 0.462 1.15 0.456 0.182 -1.249 -1.38 -0.661 0.103 -0.472 0.749 -0.402 -0.271 0.294 0.731 -0.371 1.579 -2.542 0.902 -0.322 0.639 -1.41 0.227 0.042 -0.217 -1.488 1.075 1.235 -1.122 -0.279 -2.092 -0.378 0.263 -0.621 -0.624 -1.072 -1.421 0.575 -1.135 -0.044 -2.6 0.174 -0.689 0.512 -0.901 -0.211 -0.934 0.608 -0.703 -0.226 -1.947 -1.166 -1
1.959 -0.803 1.52 -0.15 0.532 1.084 -0.383 -0.214 -0.281 1.04 -1.287 -0.283 1.098 -1.351 -0.514 2.977 0.205 -1.143 -0.218 -0.245 1.773 -0.505 -2.554 0.135 0.402 -0.458 -0.157 1.149 0.647 -1.826 -0.587 -0.083 -0.151 0.872 1.276 1.5 0.201 -0.87 0.657 -0.368 0.829 0.329 -0.788 -0.628 -0.083 -0.512 -0.723 1.269 1.073 -1.926 0.127 0.687 -1.66 -0.29 -0.365 1.09 -1.114 1.081 0.167 -1.08 -0.667 0.214 1.512 -0.92 1.024 -2.313 -0.455 -0.705 0.375 -0.317 -1.231 -0.805 0.412 -0.126 -0.697 -1.057 0.684 -1.046 0.389 1.279 0.994 0.377 -0.619 -0.463 -0.56 0.811 -0.904 1.005 -0.764 -1.777 -1.078 1.295 1.344 0.964 0.589 0.283 -0.878 -0.094 0.291 0.572 -1
0.71 -0.825 -0.175 0.294 0.848 1.152 -0.932 -0.721 2.201 1.751 1.164 -0.425 0.412 0.226 -0.664 -0.385 0.74 -0.049 0.068 -1.038 -0.81 1.115 0.395 -1.179 -1.215 1.498 1.226 -0.69 0.832 -1.372 -0.095 -0.571 0.675 -1.621 0.128 0.07 0.865 -0.911 1.461 -1.511 1.074 -0.165 -0.672 1.243 0.655 -0.468 2.184 -0.099 -0.794 -1.306 0.512 -0.907 -2.548 -0.201 2.275 -0.49 0.744 -0.191 -0.635 -0.549 -0.434 0.147 -0.379 0.985 1.156 -0.497 -2.352 0.792 0.08 -0.555 0.133 0.613 -0.168 -0.045 0.206 0.811 0.119 0.021 -0.322 -0.444 -0.513 0.035 -0.01 1.003 -0.526 -0.477 0.776 0.296 1.402 -0.113 -0.027 0.375 -0.575 0.495 -2.108 -1.08 -0.635 -1.147 1.315 0.287 -1
1.343 -1.016 0.066 1.474 -2.089 2.393 0.285 -0.016 -0.592 -0.752 0.379 -1.644 -1.551 -0.519 -1.111 -0.075 -0.523 0.165 0.776 -1.062 -0.296 -0.288 -0.341 -1.235 -0.161 -0.073 -1.141 -0.952 0.142 1.173 1.023 -0.04 -1.323 2.017 -0.311 1.1 0.647 -0.815 0.821 1.759 0.619 -1.251 0.647 -1.009 1.331 -0.075 -0.353 0.085 0.534 0.225 0.236 -0.373 -2.216 1.601 -1.569 0.362 -0.483 -0.356 -1.015 -1.295 -0.321 -0.287 -0.706 -0.971 0.624 0.269 -0.354 -0.165 0.455 0.169 1.734 0.303 -0.79 -1.419 -0.891 -0.192 0.446 -1.16 0.458 1.285 0.552 0.466 1.664 -0.638 0.603 0.458 -0.921 -0.63 0.114 0.403 0.762 -1.091 1.697 1.857 -1.514 1.734 1.268 -0.081 -0.959 -1.312 1
0.68 -0.17 -1.988 0.109 0.906 1.384 -0.81 0.206 -0.123 -0.082 0.276 1.683 -0.685 1.366 -2.013 0.687 0.59 2.063 -0.614 -1.505 0.358 -0.98 0.843 -1.844 0.697 -0.266 -0.538 0.291 -0.173 0.173 -1.785 -0.022 0.405 0.176 0.589 -1.001 -0.264 0.716 0.381 -0.922 0.158 0.686 1.888 -0.236 -0.515 -1.025 1.204 -0.81 1.053 2.878 0.74 1.404 0.113 -0.332 -0.805 -0.489 0.127 -0.175 0.354 0.374 0.146 1.286 0.178 -0.426 0.58 0.129 -0.251 -0.855 -0.645 0.748 -0.893 -0.226 0.865 -1.044 -0.987 0.117 -0.273 -0.228 0.271 -0.164 0.645 1.523 -1.06 0.471 -0.734 0.057 -0.305 0.02 0.33 0.467 -0.292 0.63 -1.398 -1.107 1.333 1.062 -0.679 1.628 0.906 -0.407 1
0.973 -1.1 -0.108 -0.27 -0.647 0.965 0.253 -0.0010 1.111 0.767 0.348 -0.411 -0.965 -1.084 -3.451 -1.33 1.089 0.196 0.997 -1.166 0.27 0.915 -0.333 -1.269 -0.306 -0.199 -1.626 -0.115 -1.739 0.56 -0.2 -0.878 -0.894 -0.366 1.197 0.882 0.949 -0.345 -0.189 0.704 0.0 -0.287 -0.46 -1.887 1.395 0.972 -0.637 1.487 -1.026 0.654 0.204 -2.055 0.081 0.662 1.245 -2.124 -0.21 -1.13 -1.236 0.706 -0.795 0.644 -0.236 -1.157 -0.518 -0.467 0.961 0.084 -1.3 0.671 2.309 0.312 0.157 0.718 -0.405 -0.603 0.632 0.022 -0.302 0.555 -0.551 -0.821 -0.311 -1.536 -0.113 -1.29 0.069 -0.868 1.247 -0.412 0.309 -0.313 0.396 0.736 0.202 0.365 -0.652 -0.385 -0.334 0.332 1
0.864 0.077 -2.554 0.726 0.138 -0.996 0.655 0.892 -0.121 1.626 -0.224 -0.3 1.672 -1.633 -0.086 2.744 -3.238 0.543 -0.171 -0.081 0.121 0.181 1.109 1.699 -0.06 1.128 -1.807 0.18 0.76 0.504 0.134 -0.952 -0.482 -0.47 -0.937 1.255 0.917 -0.275 0.03 0.9 -0.201 -0.132 -1.05 -0.711 -0.841 0.46 -0.531 0.93 0.288 -0.51 0.012 1.537 -1.246 -0.729 0.65 1.786 0.678 -1.622 -0.708 -0.082 0.2 -0.111 1.505 -1.735 0.124 -0.971 -1.82 0.657 0.09 -1.039 0.58 1.22 -1.378 -1.424 -0.676 0.859 -1.155 0.194 -0.394 2.338 -0.325 1.375 -0.417 -0.211 3.154 -1.577 1.121 0.551 -0.633 0.745 -0.679 0.154 -0.54 -0.221 1.489 0.252 -0.109 0.579 0.81 0.226 -1
-0.61 0.54 -0.385 1.484 -3.395 -0.109 -0.331 -0.672 0.393 -1.442 -0.869 -0.339 1.336 0.882 1.736 -0.033 1.099 -0.411 -1.781 1.371 2.286 0.906 0.132 0.126 0.102 -0.047 0.337 0.234 0.562 -1.583 0.052 -1.134 -1.027 -0.5 -1.091 -0.767 0.143 0.527 1.268 -0.575 -1.243 -0.936 0.688 -0.125 -0.815 0.319 -0.665 0.885 -0.227 1.479 -0.078 0.068 -0.054 -2.001 -0.852 -0.44 0.641 -0.938 -0.156 1.054 -0.093 -2.964 -0.274 0.423 0.0050 1.168 -0.712 -0.161 -1.392 -0.774 0.289 0.39 1.548 -0.766 0.578 1.639 1.013 -0.593 -0.248 -0.184 -1.35 0.646 0.655 -2.562 -1.36 0.924 -0.418 -1.02 -0.242 1.536 -0.898 0.535 3.124 0.371 -0.131 -2.389 -0.162 0.315 -0.541 -0.417 1
0.47 0.189 -1.258 0.796 -0.224 -0.274 -1.281 -0.105 0.213 0.999 -0.477 -1.06 0.175 -2.652 -0.302 0.235 -0.357 -0.442 0.181 -1.96 0.244 0.39 -1.189 -0.557 2.026 1.52 -1.188 0.723 -1.079 0.181 -0.034 0.936 0.723 1.24 -1.258 -0.046 0.424 -0.491 1.95 -0.342 -0.836 0.99 -0.97 -0.49 -0.633 1.511 1.347 -0.04 -0.573 0.625 1.764 -0.605 -0.889 -2.554 -0.105 1.412 -1.592 0.013 0.756 0.245 0.653 0.24 -0.497 0.276 0.373 -0.327 -1.116 -0.793 -0.312 -1.864 0.339 -0.332 1.208 -1.476 0.162 -0.701 -0.305 -0.318 0.127 -0.83 2.78 -2.792 0.952 0.387 0.669 -1.046 -1.659 0.106 2.235 -0.639 -0.378 1.708 -0.519 -2.093 1.761 -0.581 0.294 0.372 -0.98 0.656 1
-0.543 0.27 0.12 0.744 -0.723 -0.521 1.25 -0.059 -1.256 -1.556 1.368 -2.312 1.258 0.02 -1.445 -0.265 0.232 1.27 -0.555 -0.585 -0.448 -0.493 1.446 1.13 -0.514 -0.808 -2.329 1.213 -0.893 -1.769 0.074 -0.274 0.74 -0.144 -1.164 -1.61 -0.509 0.849 0.653 0.231 -0.497 0.604 -0.044 1.164 -0.589 -0.915 -0.424 -2.176 -0.588 -0.147 0.793 -0.693 -0.936 0.743 -0.918 1.663 -0.662 1.838 -0.729 1.176 -1.306 0.395 1.163 1.718 -0.027 0.924 0.719 0.533 1.422 0.41 -0.066 -0.08 -1.203 1.041 0.637 -0.689 1.329 0.514 -1.195 -1.53 -1.067 0.048 -1.76 -0.234 0.747 -0.207 0.176 0.956 0.455 1.036 -0.968 0.774 0.793 0.05 0.684 -0.235 1.825 -1.762 1.498 -0.619 1
-2.009 -1.039 -1.842 -0.173 0.063 0.547 -1.44 -0.309 -0.51 -0.816 -1.8 0.648 1.888 0.148 0.893 -0.187 -1.852 2.038 0.682 -0.159 0.977 -0.982 -0.096 0.455 0.167 1.193 -0.157 0.495 -0.286 -1.242 -1.023 0.865 0.09 -0.171 0.928 1.021 -0.083 0.366 -0.653 -0.902 0.296 1.367 2.107 -0.082 -0.598 0.598 -1.188 1.122 1.271 0.778 -0.775 0.057 -0.206 -0.312 -0.225 -1.687 -0.678 -0.56 0.117 -0.873 1.289 -0.402 -0.939 0.829 0.735 1.684 -0.393 -0.328 -1.362 -0.537 -1.015 1.368 0.489 -1.467 -0.626 -0.368 -2.074 -0.542 1.046 -0.503 0.476 0.136 0.183 -1.794 0.802 -1.619 0.64 0.878 1.817 -0.162 -2.818 -0.246 1.63 -0.901 1.599 -2.883 -0.544 -0.404 0.511 -0.65 1
1.93 -0.237 -0.052 -0.291 -0.031 0.221 -0.762 -0.449 -1.892 0.884 -0.543 0.196 -0.766 -1.17 -0.502 -0.21 0.925 -0.251 -0.375 -0.039 0.594 1.011 0.888 -0.773 0.472 -1.499 -2.573 0.08 0.375 -1.4 2.302 2.646 -0.623 -0.707 0.79 -0.414 0.04 1.139 2.805 1.34 0.858 1.082 -0.842 -0.095 0.193 -0.335 0.186 0.212 0.971 0.0020 0.777 -0.595 1.097 0.633 0.13 -0.094 -0.262 0.843 -1.403 -0.521 0.308 -1.417 0.341 -0.319 0.154 0.016 -0.284 0.691 -0.235 -1.328 -0.16 -0.44 0.591 -2.167 -0.162 0.784 1.114 -0.09 0.279 0.067 -0.2 -0.036 -0.78 -0.307 0.168 1.223 1.122 -0.147 1.167 -0.73 -0.316 -0.832 -0.322 1.265 -0.971 -0.283 -0.327 -0.643 1.824 -0.036 -1
-0.665 -0.737 0.532 -0.984 -0.42 -0.209 0.491 -1.101 2.047 1.092 0.414 2.159 0.647 -0.559 0.179 -0.751 0.249 -0.216 1.154 1.18 0.809 -0.414 0.339 -1.532 -0.259 -1.643 1.005 0.085 0.776 1.404 1.091 0.727 -1.419 1.519 -0.412 0.991 -0.877 -1.635 -0.512 -1.073 -1.268 0.994 -2.044 0.745 -1.124 -0.437 1.316 1.62 -0.569 -0.118 0.55 -0.662 -0.448 0.763 0.494 1.684 -0.308 -1.618 -0.408 -0.025 -0.884 -0.05 -0.166 -0.034 -0.869 -0.898 -0.683 -2.89 0.02 -0.173 1.554 0.94 -0.991 -2.693 -0.18 0.207 -2.246 -1.322 0.694 -0.863 -0.021 -2.353 0.525 0.622 0.433 0.122 -1.301 -0.596 -1.043 0.022 0.18 0.826 -0.524 -0.308 -0.654 -1.2 0.157 0.898 -2.135 -0.548 -1
0.062 0.937 0.699 0.193 0.826 0.515 -0.058 -0.998 0.93 -0.248 0.903 1.5 0.322 -0.461 0.917 -1.293 2.898 -0.031 0.98 -1.67 0.393 1.477 0.167 -0.679 1.13 -0.155 0.115 1.932 -0.184 -0.417 1.244 -1.574 -1.212 2.426 0.232 0.065 0.158 -1.276 0.433 -0.354 0.39 0.715 -0.301 0.595 -0.331 0.011 -2.214 -0.272 -1.401 0.208 -1.814 -0.812 -0.781 -1.11 -0.623 0.145 -0.275 0.772 -0.845 -0.687 -1.436 -0.996 -0.583 -1.129 -0.212 1.129 -0.611 -1.409 -1.868 1.549 -0.194 1.068 -1.786 0.039 1.105 0.485 0.029 -0.305 -1.192 -0.246 -0.387 1.879 -1.055 0.902 0.556 -1.405 -0.754 1.433 0.685 0.655 -1.159 -2.195 -0.399 0.94 0.257 1.185 0.556 -1.701 -0.094 -0.922 1
-1.213 -0.418 -0.786 0.425 0.681 0.225 1.201 -0.396 -0.809 0.213 1.085 1.309 -0.781 0.074 0.782 -0.87 -1.482 -0.638 2.224 -1.075 -0.27 1.18 0.454 0.916 0.98 0.26 0.148 -0.124 -1.124 1.914 -0.463 -0.796 -0.266 0.309 0.032 -1.0 -0.059 0.542 1.391 1.043 0.451 0.194 -0.811 0.212 -1.135 -1.466 0.774 1.591 2.307 1.548 -0.721 0.695 -1.495 -1.575 1.353 -1.295 -0.043 -0.502 -1.644 -1.392 1.113 -1.651 0.277 0.84 0.326 0.264 -0.259 -1.142 -0.082 -0.373 0.203 -0.073 -0.463 -1.787 0.877 -0.765 -1.99 0.062 -0.537 0.193 0.276 0.337 -0.767 0.26 0.259 -1.593 0.472 -0.177 -0.339 -0.125 0.993 1.548 1.094 -0.381 2.19 0.823 1.275 0.0080 1.343 -0.267 1
